Filename,PSNR,SSIM,MSE,MAE
image_test_6294.png,15.283529851581703,0.664693029674991,0.02962422617751643,0.14864987
image_test_6294.png,17.952587415294236,0.7052767409596895,0.016022905026248153,0.106489584
image_test_6294.png,14.734302182214252,0.6705631400828769,0.03361783813399983,0.15751952
image_test_6294.png,22.392588643198977,0.7161307126987957,0.005764227800704229,0.054408375
image_test_6294.png,19.13243411095,0.6961842376405403,0.01221115064162329,0.09336728
image_test_6294.png,19.823964019989972,0.6637850107950627,0.01041366488905265,0.07317002
image_test_6294.png,17.70458880776509,0.6215283354639687,0.016964502154298546,0.11127188
image_test_6294.png,13.55275082429571,0.6875569891986492,0.04412908448816691,0.19060668
image_test_6294.png,17.139034337795515,0.7173383335996638,0.019323979416818047,0.119738474
image_test_6294.png,16.354732704786517,0.6871101104611071,0.023148706549691103,0.12930486
image_test_6294.png,13.1448919160127,0.6720690109222143,0.04847421763777562,0.19945978
image_test_6294.png,14.474666149903603,0.6796211195377309,0.035688918295203355,0.16640398
image_test_6294.png,15.955870884048043,0.678600979471833,0.025375400859286072,0.13464229
image_test_6294.png,14.446524016175328,0.6844857718597309,0.03592093217293348,0.170701
image_test_6294.png,17.191199817795674,0.6779918411255555,0.019093256996125,0.114278026
image_test_6294.png,17.328810424689635,0.6743956703356788,0.01849775221223802,0.113882005
image_test_6294.png,15.98762672609964,0.7116603062360679,0.025190531298739605,0.14178833
image_test_6294.png,12.794249174951144,0.6820789393707329,0.05255028582179275,0.21115005
image_test_6294.png,22.974760968947557,0.7305153464812297,0.005041083639260157,0.0526117
image_test_6294.png,15.789021675989181,0.6982482469815123,0.026369253323128124,0.13640344
image_test_6294.png,13.774820874639751,0.6905472366476181,0.04192932901377615,0.1846685
image_test_6294.png,16.399998059315408,0.5861116993426992,0.022908686764631543,0.12919682
image_test_6294.png,16.011271534049072,0.702018170846034,0.025053756179216267,0.13309646
image_test_6294.png,13.227931589876436,0.6878383832292126,0.047556166730980946,0.20440665
image_test_6294.png,15.598362787961953,0.7229126454044401,0.027552671937260586,0.14164144
image_test_6294.png,14.984883782013501,0.6723976362781567,0.03173303580875993,0.15100367
image_test_6294.png,15.233741848873258,0.6581710016597807,0.029965795758063837,0.1601118
image_test_6294.png,15.9225910554011,0.624515212452336,0.0255705985771395,0.13929808
image_test_6294.png,15.119867154541653,0.7020867100854982,0.03076190910281489,0.14439183
image_test_6294.png,14.983063052022787,0.6437328491275852,0.031746342310529675,0.1485784
image_test_6294.png,15.916956555082372,0.6770608613941763,0.025603795187912774,0.13476148
image_test_6294.png,14.610542670898212,0.5753415563453896,0.0345896153812863,0.16854994
image_test_6294.png,17.46766343587411,0.6938413957539856,0.017915694838457136,0.11197125
image_test_6294.png,16.375641227153935,0.6978661649580995,0.023037528064296337,0.12950495
image_test_6294.png,14.23923569577913,0.6889608178875422,0.037677009999667985,0.1768204
image_test_6294.png,15.415839097614707,0.702150247192165,0.028735323466146507,0.13795286
image_test_6294.png,16.98460828872519,0.6931826213849781,0.020023462147695553,0.120474696
image_test_6294.png,12.011681141501263,0.6777950924223259,0.06292625499745556,0.22696733
image_test_6294.png,16.05599557559327,0.6689724782406273,0.024797074250174505,0.13956085
image_test_6294.png,15.691918531857063,0.6912993976445375,0.026965479468923352,0.13553125
image_test_6294.png,15.761874746966027,0.6652168281500505,0.02653459878592454,0.13477527
image_test_6294.png,16.216377654796897,0.5629453721871012,0.023898037293452377,0.13411829
image_test_6294.png,13.835532120160881,0.6813287068760816,0.04134726504267398,0.17698883
image_test_6294.png,22.158960169551776,0.7121643880430556,0.006082806243584366,0.056630097
image_test_6294.png,15.84501470136255,0.5526918193627749,0.026031460194136883,0.14080071
image_test_6294.png,16.542791519183215,0.6801773507975981,0.022167710854985402,0.12514347
image_test_6294.png,16.237763860803913,0.6734162934113957,0.023780644132234338,0.13107234
image_test_6294.png,15.095896360547787,0.6187105169720208,0.030932168261793416,0.1489237
image_test_6294.png,15.602805525857264,0.6868099976345763,0.027524500566185793,0.14249985
image_test_6294.png,22.228530997622006,0.7274151617071439,0.005986140421974765,0.06492976
image_test_6294.png,15.756446200259436,0.6899610412580148,0.026567786951522537,0.1343481
image_test_6294.png,16.37294981127306,0.6730660057594878,0.023051809338388393,0.12537988
image_test_6294.png,13.792034412855987,0.6831437744239275,0.04176346836620549,0.18025696
image_test_6294.png,13.459645422870503,0.6887223808692047,0.04508535127039545,0.19530252
image_test_6294.png,18.974850090367383,0.7329342321194138,0.012662369746846504,0.09470081
image_test_6294.png,14.325850390824188,0.6833206327392168,0.036933031880988565,0.16105032
image_test_6294.png,11.97640411234143,0.6760162353992174,0.06343947624028806,0.23658207
image_test_6294.png,14.029657644967294,0.6666025135415444,0.03953977881103164,0.16709131
image_test_6294.png,18.28461511159959,0.7009540010184586,0.014843574236745106,0.100816354
image_test_6294.png,16.19288888427734,0.7214300280551506,0.024027639732866826,0.1282174
image_test_6294.png,14.827635116085869,0.6547140993300031,0.03290307507460336,0.15217713
image_test_6294.png,14.44933105917766,0.6915918187946842,0.03589772234032331,0.16320843
image_test_6294.png,13.952281047236783,0.7016529723365151,0.04025055705799792,0.17446892
image_test_6294.png,19.29878918123955,0.6941285677408339,0.01175225163598758,0.08957895
image_test_6294.png,20.613813745027343,0.7032179675908202,0.00868197689027589,0.06684446
image_test_6294.png,16.719024399681825,0.6504822307429232,0.021286171654235325,0.12378102
image_test_6294.png,13.18683672238901,0.697623201727755,0.04800830001363452,0.20189178
image_test_6294.png,13.226785665880419,0.657367639765704,0.0475687164973514,0.18649742
image_test_6294.png,16.610545211456614,0.6298755014196157,0.021824559100520047,0.12546754
image_test_6294.png,15.873972093619413,0.7226667090173179,0.02585846796195835,0.13846293
image_test_6294.png,12.003731025798741,0.6693077670013319,0.06304155215223227,0.23573138
image_test_6294.png,13.739402271648434,0.6849065018743071,0.042272679101228956,0.18394086
image_test_6294.png,20.846697389865557,0.7677081096832293,0.008228681655379969,0.073556885
image_test_6294.png,14.845323123211156,0.6751382359691653,0.032769339489714,0.1527272
image_test_6294.png,14.197983688325424,0.7047024875883292,0.03803659489430525,0.18169227
image_test_6294.png,16.711099094030207,0.7243344069059835,0.02132505159501213,0.12128363
image_test_6294.png,15.271708620264333,0.6779241495286694,0.029704971358972657,0.1438803
image_test_6294.png,14.637467475996536,0.7006424734260295,0.0343758347057377,0.15831918
image_test_6294.png,17.50221727938807,0.7030225430849391,0.017773717457493496,0.112753265
image_test_6294.png,19.973275448874677,0.7216069674656472,0.010061725273204054,0.077583894
image_test_6294.png,18.133138896735808,0.7231261047858267,0.015370433288715707,0.10204847
image_test_6294.png,13.51669446814233,0.6343158855426431,0.04449698170830431,0.18134548
image_test_6294.png,13.635383740812667,0.6986559312054785,0.0432973808660627,0.18124115
image_test_6294.png,15.651858790674503,0.6522625849044182,0.02721536234810614,0.14153619
image_test_6294.png,15.244046299255814,0.6623678899654711,0.029894780574241296,0.14469577
image_test_6294.png,16.777461209930603,0.6172350153281827,0.021001672364448692,0.12538138
image_test_6294.png,15.445353771454926,0.6399386345049193,0.028540700149479143,0.14489841
image_test_6294.png,16.5435340917799,0.6634604456706598,0.02216392086269085,0.1282584
image_test_6294.png,15.08775149769397,0.7125381908768192,0.030990233623446013,0.15371583
image_test_6294.png,14.931345276301647,0.7008214398760031,0.032126652250860685,0.14895785
image_test_6294.png,16.306305624944105,0.6516828369294178,0.02340827643429413,0.1278706
image_test_6294.png,13.77617559910195,0.6921367001442204,0.041916251751328445,0.17664663
image_test_6294.png,14.370581143748609,0.7143147720509049,0.03655458734430903,0.16471599
image_test_6294.png,11.776726429130523,0.6652495589055215,0.06642435669942616,0.23858914
image_test_6294.png,12.661447814471643,0.6571215553681229,0.054182023281124286,0.20487097
image_test_6294.png,16.184907985026328,0.6879662583409154,0.024071835200623885,0.13344187
image_test_6294.png,15.303403252559056,0.6723149263686845,0.02948897482784433,0.14618216
image_test_6294.png,17.662477967637027,0.6938924497740752,0.017129796484551235,0.110205695
image_test_6294.png,13.18117538613279,0.6967666451908093,0.04807092304185538,0.20878966
image_test_6294.png,15.276710215969494,0.6533833500964397,0.02967078102411221,0.14967869
image_test_6294.png,19.72127796000054,0.7675517546999133,0.01066282309586948,0.0843056
image_test_6294.png,19.110081081415494,0.7236619912294655,0.0122741631546746,0.09424568
image_test_6294.png,16.557681852436076,0.6789516056083129,0.022091836213776875,0.1267944
image_test_6294.png,15.944868833786611,0.6826640688382476,0.02543976625499513,0.13661343
image_test_6294.png,11.87636256568625,0.6818410665221318,0.06491779250184973,0.2280666
image_test_6294.png,16.45117740481963,0.6895462970868318,0.02264030428802205,0.12611714
image_test_6294.png,19.330830440063384,0.7070871266768932,0.011665865258503145,0.08703877
image_test_6294.png,17.218706625657635,0.6781393622341787,0.01897270864170123,0.11581488
image_test_6294.png,16.82536743643488,0.6529457817220541,0.020771279819656027,0.12139321
image_test_6294.png,14.201034246752934,0.7082661374206025,0.03800988672329347,0.17253384
image_test_6294.png,12.696082094501621,0.6903776012719463,0.05375164880393466,0.21478415
image_test_6294.png,14.616272905221381,0.6778538545908482,0.034544006720195,0.17260855
image_test_6294.png,14.940728939677934,0.6916965142438563,0.03205731214790535,0.1553507
image_test_6294.png,10.914290161289841,0.6235882286057457,0.08101603486543725,0.26788276
image_test_6294.png,18.88534162312489,0.6909765395966829,0.012926050183879587,0.09371284
image_test_6294.png,16.846673052574044,0.704817549869277,0.02066962962892184,0.12772328
image_test_6294.png,18.60828942118276,0.6952048979241083,0.013777520245685489,0.101723455
image_test_6294.png,14.182656024591516,0.6947255034447197,0.03817107557309092,0.17495973
image_test_6294.png,12.466759523025013,0.6901987193833593,0.056666194467232506,0.22803861
image_test_6294.png,15.898199964361464,0.6702964423663336,0.02571461364576446,0.13029554
image_test_6294.png,18.412472414679083,0.7087388719589487,0.014412945968081278,0.10012169
image_test_6294.png,16.333162727330862,0.6955538845315627,0.02326396454316051,0.12881252
image_test_6294.png,21.986373254450392,0.7199536941854503,0.0063294019214694824,0.059784606
image_test_6294.png,16.67207211194956,0.6459676863511522,0.021517548414665362,0.12557314
image_test_6294.png,14.572323495468016,0.6974742775575203,0.03489535737610652,0.16005774
image_test_6294.png,15.609033314256678,0.6760897298510946,0.027485058683946524,0.13869171
image_test_6294.png,15.713090458359925,0.6729815837168038,0.026834342226520796,0.13822858
image_test_6294.png,15.965821428129427,0.6211765279698044,0.025317327359955125,0.13663259
