Filename,PSNR normal,SSIM normal,MSE normal,MAE normal
image_0.png,54.78374373405536,0.9791699849775566,0.21612548828125,50.38360595703125
image_55.png,54.751971908252926,0.9807431495365287,0.21771240234375,49.59454345703125
image_460.png,49.62069981543277,0.9077403551160825,0.7095947265625,180.06298828125
image_306.png,52.81567141704204,0.9676425292882831,0.34002685546875,65.25079345703125
image_312.png,52.08944520865845,0.9540299401922325,0.40191650390625,99.69818115234375
image_474.png,52.82503626125087,0.9656572134246018,0.33929443359375,69.86993408203125
image_82.png,50.86088259790097,0.9371480548969346,0.5333251953125,129.5487060546875
image_448.png,52.53056331238682,0.9588394477033383,0.36309814453125,90.09405517578125
image_96.png,51.9582245097218,0.9534474803801323,0.41424560546875,98.57879638671875
image_470.png,52.587882197859834,0.9634901197978519,0.35833740234375,78.91168212890625
image_316.png,52.24043184515233,0.9567483166938784,0.38818359375,96.289306640625
image_302.png,58.001278578740106,0.9917274630560778,0.10302734375,3.6376953125
image_464.png,54.075725898721785,0.9772359751468088,0.25439453125,32.9190673828125
image_92.png,50.18729850225895,0.923348593224325,0.622802734375,158.504638671875
image_458.png,50.115959222680935,0.9205874976045139,0.63311767578125,156.03448486328125
image_86.png,52.45242726500345,0.961486860936335,0.36968994140625,36.49151611328125
image_79.png,54.691517914020274,0.9806510598987991,0.22076416015625,26.73077392578125
image_51.png,53.7063580861473,0.9732143665996437,0.2769775390625,43.88671875
image_4.png,53.16199340247482,0.9684059942830717,0.31396484375,46.5126953125
image_45.png,53.1099613639043,0.9692984801097785,0.3177490234375,72.2513427734375
image_114.png,54.5579146835496,0.9802340155867254,0.2276611328125,21.3426513671875
image_672.png,52.123876419738345,0.9583952564251341,0.39874267578125,90.47076416015625
image_666.png,51.50820689744447,0.9424843415848474,0.45947265625,114.468017578125
image_100.png,54.372158964454854,0.9768700783920973,0.23760986328125,58.04803466796875
image_128.png,53.06927579799386,0.9721732126221531,0.32073974609375,73.85113525390625
image_699.png,52.346185547782504,0.9612940628254651,0.37884521484375,88.12542724609375
image_504.png,52.23701892173973,0.9646367695137325,0.38848876953125,68.88043212890625
image_262.png,53.589280309790894,0.9716504307895409,0.2845458984375,60.761474609375
image_276.png,54.11550248507246,0.9787726695570369,0.2520751953125,25.13427734375
image_510.png,51.126284826235974,0.9389329191165885,0.501708984375,125.1607666015625
image_538.png,52.25411042281914,0.9633367575049623,0.386962890625,83.1416015625
image_289.png,52.12254708247084,0.9580092412573996,0.39886474609375,97.13714599609375
image_288.png,51.4622979623429,0.9456918674077135,0.46435546875,107.9306640625
image_539.png,53.25845982837899,0.9726653880197763,0.30706787109375,61.91571044921875
image_277.png,52.881653399675685,0.9644995897506423,0.33489990234375,62.95123291015625
image_511.png,53.02978673045084,0.9596437896264268,0.32366943359375,81.68304443359375
image_505.png,53.20100469030399,0.9699224321570038,0.3111572265625,45.502197265625
image_263.png,52.15389458960548,0.959985479429232,0.39599609375,99.0101318359375
image_698.png,52.033093595110635,0.9589372037965376,0.40716552734375,93.59527587890625
image_129.png,51.99614317373792,0.955222360469971,0.41064453125,88.46728515625
image_667.png,52.40961819665845,0.9656914346055279,0.37335205078125,69.79547119140625
image_101.png,54.68312111158872,0.9792312717998949,0.22119140625,37.335205078125
image_115.png,51.2861064423706,0.9420468251391761,0.48358154296875,120.52276611328125
image_673.png,51.51744720905593,0.9433345224055363,0.45849609375,112.2811279296875
image_44.png,53.52730986148221,0.9703824698714559,0.28863525390625,59.88189697265625
image_50.png,52.829726266910804,0.9641430516862194,0.33892822265625,76.64434814453125
image_5.png,53.343011550099305,0.9717578456011012,0.3011474609375,17.8349609375
image_78.png,51.71254899373593,0.9523201035539257,0.4383544921875,51.0089111328125
image_87.png,53.42206518776863,0.9698762734762347,0.29571533203125,63.50115966796875
image_459.png,52.410328234233646,0.9630515617946536,0.373291015625,69.144287109375
image_93.png,49.9496212090364,0.9166334261212913,0.6578369140625,167.515869140625
image_303.png,51.10888455054301,0.9419265001844866,0.50372314453125,126.60455322265625
image_465.png,51.272970871467535,0.9489549914672403,0.48504638671875,110.67987060546875
image_471.png,51.69023258350307,0.9482879205159668,0.44061279296875,112.13922119140625
image_317.png,52.15389458960548,0.9570157875678613,0.39599609375,100.23486328125
image_467.png,52.13519224527175,0.9540114812486324,0.397705078125,94.035400390625
image_301.png,52.46103994966856,0.9638974926273369,0.36895751953125,91.80523681640625
image_315.png,54.41250661297605,0.9746729819838071,0.23541259765625,41.67474365234375
image_473.png,50.58084387809665,0.9331561327489358,0.56884765625,138.1573486328125
image_85.png,52.73381405938234,0.9579714920543463,0.34649658203125,88.12408447265625
image_329.png,53.19419489695416,0.9663551331789326,0.3116455078125,76.10546875
image_91.png,51.85890587995211,0.9507725638640683,0.423828125,107.8746337890625
image_46.png,54.609449692805924,0.9836983244607911,0.2249755859375,38.40869140625
image_498.png,51.74410770311781,0.9536180855906716,0.4351806640625,93.437255859375
image_7.png,51.86015690828253,0.9501619062719048,0.4237060546875,100.8206787109375
image_52.png,53.13338254064794,0.9680926292964441,0.3160400390625,78.063232421875
image_103.png,53.02078750089389,0.9686098493164874,0.3243408203125,53.7939453125
image_665.png,52.86191091264078,0.9697534349542728,0.33642578125,74.843505859375
image_671.png,53.12332942315189,0.9719650392727036,0.3167724609375,14.781005859375
image_117.png,50.5344939737077,0.9288965320483491,0.574951171875,146.550537109375
image_659.png,49.53305769761829,0.909828921683156,0.72406005859375,180.83709716796875
image_513.png,50.90685068966014,0.9422253889671302,0.5277099609375,122.365234375
image_275.png,53.566980159027025,0.9729791348506007,0.2860107421875,52.4688720703125
image_261.png,53.38635732108855,0.968874350758414,0.29815673828125,51.36480712890625
image_507.png,51.91366150698272,0.9585167563112446,0.41851806640625,86.32025146484375
image_249.png,50.695101217568165,0.9341989532360325,0.5540771484375,136.3287353515625
image_248.png,51.76731573234767,0.947688099738387,0.432861328125,109.0308837890625
image_260.png,54.5323747045662,0.9763216851145536,0.22900390625,42.3814697265625
image_506.png,50.65604826495797,0.9311653825083885,0.55908203125,138.287109375
image_512.png,50.93001848920079,0.9383638457779151,0.52490234375,118.4246826171875
image_274.png,53.65876890934417,0.9699205111736711,0.280029296875,68.1363525390625
image_658.png,52.95669879875484,0.9665708999598741,0.32916259765625,57.22491455078125
image_670.png,50.068076214816195,0.9214501287837668,0.64013671875,154.646240234375
